更新时间,#genre#
20250607-17-39-28,url


RespoTime,whitelist,#genre#
1095.07ms,东森美洲卫视,http://61.163.58.168:2005/play/forward/5?tvid=ettvdramaus&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjaXR5Ijoi5rex5Zyz5biCIiwiaXAiOiI1OS4zNi4xNjYuMjE1IiwidHZpZCI6IjI3OTY4NTIzIiwiZWNvbm9taXplIjoi5bm_5LicIiwiZXhwIjoxNzQ2MTAyMDU0LCJuYmYiOjE3NDYwODQwNTQsImlhdCI6MTc0NjA4NDA1NH0.S3NFp_Pg4T14ExLY
1095.66ms,苏州文化生活,https://live-auth.51kandianshi.com/szgd/csztv3.m3u8
1097.34ms,动漫秀场,http://tv.dahaili.cn:4022/udp/239.10.0.101:5140
1100.17ms,十堰新闻,https://p8.vzan.com/slowlive/034028687228317362/live.m3u8?zbid=351104&amp;amp%3Btpid=868100086
1100.22ms,陕西农林,http://tv.dahaili.cn:4022/udp/239.93.0.100:5140
1100.38ms,喜剧电影笑不停,http://zzy789.xyz/douyu1.php?id=10298856
1100.43ms,梨园频道,http://119.98.36.30:4022/rtp/239.69.1.33:9838
1100.61ms,童年往事,http://zzy789.xyz/douyu1.php?id=7256376
1101.83ms,冯巩郭冬临狗不理包子,https://vd2.bdstatic.com/mda-jdqwqnk1xxszhw8c/mda-jdqwqnk1xxszhw8c.mp4?pd=-1&pt=0&cr=0&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2275698282&vid=17330773072848394300&auth_key=1655291275-0-0-73fe6c276ababcdb43b87a4fda6002df&bcevod_channel=searchbox_feed
1102.23ms,长沙新闻综合,http://ls.qingting.fm/live/4877.m3u8
1102.45ms,东南卫视,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
1102.62ms,湖南卫视,http://58.19.38.162:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
1103.43ms,河南卫视,http://222.134.245.16:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
1103.44ms,甘肃卫视,https://stream1.freetv.fun/b952940e7fe39f023a81766692ac308f2f049e3625b5ee1abb983000a57ae91f.ctv
1103.64ms,赣州新闻,https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526329228525.m3u8
1104.06ms,武威新闻,https://play.kankanlive.com/live/1693539781636986.m3u8
1104.21ms,小小天才搞笑视频,http://zzy789.xyz/douyu1.php?id=9419678
1105.11ms,CCTV电视指南,http://183.162.205.235:4022/rtp/238.1.79.53:4560
1105.37ms,哈尔滨影视,https://stream.hrbtv.net/yspd/sd/live.m3u8
1105.61ms,东方卫视,http://nas.tuyuannet.cn:8800/rtp/239.37.0.123:5540
1105.95ms,求索纪录,https://stream1.freetv.fun/qiu-suo-ji-lu-11.m3u8
1107.08ms,祁门综合,http://zbbf2.ahbztv.com/live/416.m3u8?zanhd
1107.32ms,TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
1107.35ms,台視財經,https://gat.zhoujie218.top/litv/4gtv-4gtv056
1108.43ms,美食星球,http://150.138.77.132:10037/xxw/Smartv.php?id=foodplanet_twn
1108.54ms,连续剧2,http://zzy789.xyz/douyu1.php?id=7623292
1108.73ms,欢乐集结号,http://zzy789.xyz/douyu1.php?id=9403781
1109.32ms,CCTV9-纪录,http://ms.fxim.net:808/hls/9/index.m3u8
1109.58ms,CCTV10-科教,https://pixman.mytvsuper.com.mp/Smart.php?id=cctv10hd
1109.87ms,倍速播放快乐会加倍,http://zzy789.xyz/douyu1.php?id=4105989
1110.31ms,书岳钓鱼,http://zzy789.xyz/douyu1.php?id=10100206
1110.65ms,长治公共,http://live.njgdmm.com/changzhi/cztv2.m3u8
1112.34ms,赣州教育,https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526335287668.m3u8
1114.41ms,梦想改造家,http://zzy789.xyz/douyu1.php?id=7335280
1114.63ms,贵南综合,https://livecdn.dmqhyadmin.com/hls/xjguinan.m3u8
1114.83ms,湖北卫视,http://101.66.198.123:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=0&authid=0
1115.74ms,山西卫视,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8
1116.49ms,新虎口遐想,https://vd4.bdstatic.com/mda-jarfmdf8su7sckk3/hd/mda-jarfmdf8su7sckk3.mp4?auth_key=1655295819-0-0-df94f7531d93ff90ad12888c89a672ca&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=3219421685&vid=8705230262897615568&abtest=all
1116.76ms,CCTV11-戏曲,http://119.32.12.17:2901/udp/224.1.100.44:11111
1118.61ms,求索记录,http://tv.dahaili.cn:4022/udp/239.10.0.221:5140
1119.82ms,养老院☞,http://zzy789.xyz/douyu1.php?id=2073
1120.90ms,东南卫视,http://113.25.252.226:9901/tsfile/live/0137_1.m3u8
1121.33ms,梦觉教游泳,http://zzy789.xyz/douyu1.php?id=4531679
1121.94ms,中二日记搞笑,http://zzy789.xyz/douyu1.php?id=9505575
1122.82ms,深圳东部,http://ddns.cyruslee.top:8888/udp/239.77.1.224:5146
1123.17ms,CCTV15-音乐,http://222.134.245.16:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
1125.01ms,龙门镖局,http://zzy789.xyz/douyu1.php?id=10329713
1125.05ms,斗鱼电影16,http://zzy789.xyz/douyu1.php?id=426517
1125.30ms,江西卫视,http://106.52.196.79:80/TV/mui.php?id=jxws
1127.58ms,CCTV央视台球,http://satellitepull.cnr.cn/live/wx32nmgyygb/playlist.m3u8
1128.70ms,香港卫视,https://stream1.freetv.fun/5335c88a9a7d8b74173b491f480d4f94e8d3bd596af54478106aa2399e6c7917.ctv
1130.16ms,科学放映室,http://zzy789.xyz/douyu1.php?id=9439712
1130.50ms,芒果酱刑侦,http://zzy789.xyz/douyu1.php?id=138959
1130.67ms,湖州文化娱乐,http://hzcm-live.media.hugd.com/613c47f0ab0d4eaa98b21378d0db6ded/0051d31c9dd543a7825eea4e49675b2a.m3u8?auth_key=2277598059-0a5ebfa1c0dc4671b42a60810fc37039-0-fa625b7d1feab612062453c12e3c8887&amp;amp;fbl=
1131.34ms,CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-15.ctv
1131.93ms,动物星球,http://150.138.77.132:10037/xxw/Smartv.php?id=animalplanet_twn
1131.96ms,重生小说合集,http://zzy789.xyz/douyu1.php?id=562225
1132.11ms,CCTV1-综合,http://nas.tuyuannet.cn:8800/rtp/239.37.0.150:5540
1132.75ms,哈尔滨影视,https://stream.hrbtv.net/yspd/playlist.m3u8
1134.19ms,CCTV16-奥林匹克,https://nptv.freetv.top/nptv/cctv16.m3u8
1134.41ms,许君聪小品,http://zzy789.xyz/douyu1.php?id=10419558
1134.58ms,雍正康熙帝王故事,http://zzy789.xyz/douyu1.php?id=4808115
1134.80ms,青海卫视,http://58.221.214.82:9901/tsfile/live/0018_1.m3u8
1135.06ms,海南卫视,http://58.221.214.82:9901/tsfile/live/0016_2.m3u8?key=txiptv&playlive=1&authid=0
1136.41ms,舌尖上的印度,http://zzy789.xyz/douyu1.php?id=5895598
1138.53ms,探秘者大正,http://zzy789.xyz/douyu1.php?id=9330485
1139.11ms,番外篇,https://yzzy.play-cdn7.com/20221013/22732_018e6020/index.m3u8
1140.88ms,内蒙古卫视,http://221.2.148.205:8154/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
1142.33ms,宾阳综合,http://zb.gxlbamc.com:1935/live/lbzh.stream/playlist.m3u8
1143.09ms,朝天综合,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel104601/playlist.m3u8
1143.86ms,CCTV3-综艺,http://58.17.48.228:808/hls/3/index.m3u8
1145.12ms,广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-13.ctv
1145.16ms,云南卫视,http://119.32.12.17:2901/udp/224.1.100.21:11111
1146.29ms,旺苍新闻综合,http://channel.wcrmt.cn:80/nmip-media/channellive/channel105268/playlist.m3u8
1146.52ms,龙门镖局,http://zzy789.xyz/douyu1.php?id=10297898
1146.83ms,江西卫视,https://local-live.jxtvcn.com.cn/live-jxtv/tv_jxtv1.m3u8?source=pc&t=174378278641662&token=23e73c776d035f8cc71d55a954be38be
1146.95ms,太谷新闻综合,https://p2.vzan.com/slowlive/596867413819827251/live.m3u8?zbid=1725814272&amp;tpid=1516989100&amp;type=0
1147.30ms,凌云综合,https://live.gxrb.com.cn/gx/lingyun/index.m3u8
1147.34ms,广东民生,http://119.32.12.17:2901/udp/224.1.100.4:11111
1148.30ms,CCTV2-财经,http://106.52.196.79:80/TV/mui.php?id=cctv2
1150.75ms,衢州龙游生活,https://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
1151.03ms,CCTV风云剧场,http://www.jiaocj.xyz:4000/udp/239.49.8.89:8000
1151.05ms,斗鱼电影3,http://zzy789.xyz/douyu1.php?id=431460
1151.45ms,安徽:滁州公共频道,http://117.57.33.143:4022/rtp/238.1.78.134:6944
1151.58ms,钓鱼大锋子,http://zzy789.xyz/douyu1.php?id=10074370
1151.86ms,香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&wsIPSercert=8de23d0849e78e3b16ec92a809235421&wsMonitor=0
1152.36ms,CCTV10-科教,http://ddns.cyruslee.top:8888/udp/239.77.1.113:5146
1152.36ms,佛山综合,http://111.229.155.66:7722/timetv.php?type=fstv&channel=fszh
1153.15ms,五星体育,http://180.165.5.176:4022/udp/239.45.3.210:5140
1153.76ms,斗鱼搞笑HD3,http://zzy789.xyz/douyu1.php?id=9067836
1154.68ms,翡翠台,http://fm1077.serv00.net/Smart.php?id=jade_twn
1156.35ms,求索纪录,https://stream1.freetv.fun/qiu-suo-ji-lu-17.m3u8
1156.64ms,十代,http://zzy789.xyz/douyu1.php?id=1218414
1157.72ms,斗鱼电影HD23,http://zzy789.xyz/douyu1.php?id=6079455
1158.05ms,赣州公共,https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526334096251.m3u8
1158.37ms,苏州新闻综合,https://live-auth.51kandianshi.com/szgd/csztv1.m3u8
1159.21ms,苏州生活资讯,https://live-auth.51kandianshi.com/szgd/csztv5.m3u8
1159.53ms,江苏卫视,http://116.9.204.242:9901/tsfile/live/0127_1.m3u8
1159.77ms,重庆卫视,http://58.19.43.46:9901/tsfile/live/1042_1.m3u8
1159.83ms,广东卫视,http://113.25.252.226:9901/tsfile/live/0125_1.m3u8
1169.84ms,游钓文龙,http://zzy789.xyz/douyu1.php?id=10104803
1169.97ms,邢台综合,http://jwplay.hebyun.com.cn/live/xtsrmtzs/1500k/tzwj_video.m3u8
1170.06ms,辽宁台相声小品,http://zzy789.xyz/douyu1.php?id=9403712
1170.11ms,河北都市,https://stream1.freetv.fun/he-bei-du-shi-5.m3u8
1170.86ms,甘肃卫视,http://dms.yryyj.site:8188/udp/239.76.246.94:1234
1171.38ms,龙门镖局,http://zzy789.xyz/douyu1.php?id=10329719
1171.45ms,优漫卡通,http://119.32.12.17:2901/udp/224.1.100.119:11111
1172.12ms,生活英語台,https://gat.zhoujie218.top/litv/litv-longturn20
1175.67ms,CCTV11-戏曲,http://116.9.204.242:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
1175.87ms,太谷新闻综合,https://p2.vzan.com/slowlive/596867413819827251/live.m3u8?zbid=1725814272&tpid=1516989100&type=0
1176.16ms,重庆卫视,http://222.64.121.177:58888/udp/239.45.1.84:5140
1176.57ms,CCTV5+体育赛事,https://stream1.freetv.fun/88ee08d5c5e75e963f46cba8142888798dde687981709eda707a0b192da8ad4d.ctv
1176.95ms,香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv#http://stream.qhbtv.com/adws/sd/live.m3u8
1177.00ms,STARSHINE刹那,http://zzy789.xyz/douyu1.php?id=9191006
1178.35ms,香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&amp;wsIPSercert=8de23d0849e78e3b16ec92a809235421&amp;wsMonitor=0
1179.91ms,北京卫视,http://58.221.214.82:9901/tsfile/live/0122_1.m3u8
1183.04ms,辽视组团上春晚,http://zzy789.xyz/douyu1.php?id=9406416
1183.16ms,南京少儿,https://live.nbs.cn/channels/njtv/sepd/nbs23.m3u8
1183.56ms,安徽:郎溪新闻频道,http://117.57.33.143:4022/rtp/238.1.78.214:7584
1184.08ms,恰饭橘美食制作,http://zzy789.xyz/douyu1.php?id=7974136
1184.78ms,杭州综合,https://stream1.freetv.fun/hang-zhou-zong-he-4.ctv
1185.23ms,深圳卫视,http://113.15.109.216:59901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
1185.67ms,CCTV4-中文国际,http://116.9.204.242:9901/tsfile/live/0004_1.m3u8
1186.78ms,CCTV8-电视剧,http://61.136.172.236:9901/tsfile/live/0008_1.m3u8
1188.63ms,兵团卫视,http://1b6467f415.iok.la:9931/tsfile/live/1092_1.m3u8
1189.13ms,广州影视,https://stream1.freetv.fun/yan-zhou-ying-shi-14.ctv
1189.21ms,广东珠江,http://113.101.119.50:8090/hls/105/index.m3u8
1191.33ms,山东卫视,http://180.165.24.227:4022/udp/239.45.3.238:5140
1193.23ms,景泰综合,https://play.kankanlive.com/live/1624439143745981.m3u8?zgand
1193.84ms,河南卫视,http://120.238.94.10:9901/tsfile/live/1068_1.m3u8
1194.96ms,CCTV13-新闻,https://ldncctvwbcdcnc.v.wscdns.com/ldncctvwbcd/cdrmldcctv13_1/index.m3u8
1196.25ms,广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-10.ctv
1197.11ms,CCTV2-财经,http://58.221.214.82:9901/tsfile/live/0002_1.m3u8
1198.15ms,德阳公共,http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8
1199.79ms,广西卫视,http://222.218.122.114:8188/udp/239.81.0.107:4056
1200.94ms,AMC電影台,https://gat.zhoujie218.top/litv/4gtv-4gtv017
1202.41ms,CCTV电视指南,http://117.57.33.143:4022/rtp/238.1.79.53:4560
1203.82ms,安徽:安庆新闻综合,http://117.57.33.143:4022/rtp/238.1.78.117:6808
1204.65ms,海南卫视,http://180.165.5.176:4022/udp/239.45.1.81:5140
1205.23ms,CCTV2-财经,http://1b6467f415.iok.la:9931/tsfile/live/1021_1.m3u8
1205.94ms,广东珠江,https://stream1.freetv.fun/ipv6-yan-dong-zhu-jiang-2.ctv
1206.35ms,广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-3.ctv
1207.31ms,湖南爱晚,http://php.jdshipin.com:8880/iptv.php?id=hngg
1207.83ms,CCTV5+体育赛事,https://piccpndali.v.myalicdn.com/audio/cctv5plus_2.m3u8
1207.97ms,河南｜叶县,http://live.dxhmt.cn:9081/tv/10422-1.m3u8
1208.10ms,斗鱼动画,http://zzy789.xyz/douyu1.php?id=7528160
1208.67ms,甘肃卫视,http://115.150.82.17:8688/udp/239.252.219.140:5140
1209.17ms,安顺新闻,http://hplayer1.juyun.tv/camera/154379194.m3u8
1209.57ms,河北卫视,http://171.15.18.199:8180/TV00000000000000000035@HHZT
1209.65ms,剑阁综合,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel105549/playlist.m3u8
1209.89ms,广东民生,https://stream1.freetv.fun/yan-dong-min-sheng-15.ctv
1210.04ms,余姚姚江文化,https://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8
1210.07ms,CCTV17-农业农村,http://106.52.196.79:80/TV/mui.php?id=cctv17
1210.68ms,肇庆生活服务,http://113.104.184.106:7088/udp/239.253.43.2:5146
1210.94ms,深圳财经生活,http://113.104.184.106:7088/udp/239.77.1.242:5146
1211.06ms,浙江钱江频道,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
1211.96ms,南京少儿,http://live.nbs.cn/channels/njtv/sepd/nbs23.m3u8
1212.51ms,张掖新闻综合,https://play.kankanlive.com/live/1720583434627241.m3u8
1212.67ms,新疆卫视,http://110.80.17.38:9999/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
1212.82ms,CCTV10-科教,http://116.9.204.242:9901/tsfile/live/0010_1.m3u8
1213.92ms,浙江卫视,http://l.cztvcloud.com/channels/lantian/SXpinghu3/720p.m3u8
1214.25ms,華視新聞,https://gat.zhoujie218.top/litv/4gtv-4gtv052
1214.44ms,最佳酒友,https://vd3.bdstatic.com/mda-jheqyidz841gwxpy/hd/mda-jheqyidz841gwxpy.mp4
1214.72ms,井研综合,http://tvfile.jyrmt.cn/nmip-media/channellive/channel104452/playlist.m3u8
1214.87ms,广东珠江,https://stream1.freetv.fun/yan-dong-zhu-jiang-14.ctv
1215.21ms,武汉电视剧,http://58.50.156.176:4022/rtp/239.69.1.146:10512
1215.25ms,牛群冯巩领导冒号,https://vdse.bdstatic.com//123b1e01f5128d0e71b4f392ec1a971c.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-12T06%3A54%3A23Z%2F-1%2Fhost%2F6274ff464fd635b6108aacc556df42224f265e9b3f4bd3a37a74cbdbf985d0b8
1215.32ms,佛山影视,https://stream1.freetv.fun/fo-shan-ying-shi-7.ctv
1215.65ms,河北卫视,http://117.57.33.143:4022/rtp/238.1.78.245:7832
1216.16ms,CCTV15-音乐,http://106.52.196.79:80/TV/mui.php?id=cctv15
1216.20ms,四川卫视,http://222.64.121.177:58888/udp/239.45.1.83:5140
1216.70ms,CCTV央视台球,http://115.150.82.17:8688/udp/239.252.219.80:5140
1217.87ms,CCTV13-新闻,http://106.52.196.79:80/TV/mui.php?id=cctv13
1218.60ms,香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=e5b4ef626c5980be2fbdf2e7-158332927312639
1219.02ms,湖北卫视,http://117.57.33.143:4022/rtp/238.1.78.168:7216
1219.05ms,CCTV2-财经,http://61.136.172.236:9901/tsfile/live/0002_1.m3u8
1219.09ms,搞笑动漫配音,http://zzy789.xyz/douyu1.php?id=9650181
1219.13ms,新动漫,http://115.150.82.17:8688/rtp/239.252.220.132:5140
1219.75ms,浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?
1222.70ms,古今中外犯罪录,http://zzy789.xyz/douyu1.php?id=9171887
1223.26ms,重庆卫视,http://117.57.33.143:4022/rtp/238.1.78.31:6176
1223.27ms,辽宁卫视,http://182.91.124.224:9901/tsfile/live/1062_1.m3u8?key=txiptv&playlive=0&authid=0
1223.98ms,青海卫视,http://222.134.245.16:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
1225.01ms,佛山公共,https://stream1.freetv.fun/fo-shan-gong-gong-6.ctv
1225.45ms,江西卫视,https://stream1.freetv.fun/jiang-xi-wei-shi-4.m3u8
1225.80ms,吉林卫视,http://180.165.24.227:4022/udp/239.45.0.6:5140
1227.03ms,湖州新闻综合,http://hzcm-live.media.hugd.com/3f5fa7d64c7c46a38c6bd8ad35e836cc/65128273761b4731ae53729ea6dcf932.m3u8?auth_key=2277598215-9d21c15111244bea8d298c361d31a72e-0-d031198f58d44b0e91ba2e3f3b188865&amp;amp;amp;fbl=
1227.91ms,成县综合,https://play.kankanlive.com/live/1702454377323961.m3u8
1228.38ms,好剧看不停,http://zzy789.xyz/douyu1.php?id=9388938
1228.76ms,河南卫视,http://113.15.109.216:59901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
1229.21ms,曲剧《十八哭》,http://gcw.bdcdn.shoujiduoduo.com/v/190304/7dc7811188639217fb8299804021325f.mp4
1230.24ms,诸暨新闻综合,https://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8
1231.35ms,CCTV11-戏曲,http://182.91.124.224:9901/tsfile/live/1047_1.m3u8?key=txiptv&playlive=0&authid=0
1231.45ms,南京教科,https://live.nbs.cn/channels/njtv/jkpd/nbs06.m3u8
1231.48ms,贵州卫视,http://1.196.152.44:2010/rtp/239.16.20.81:10810
1233.02ms,華視,https://gat.zhoujie218.top/litv/4gtv-4gtv041
1233.62ms,浙江生活,https://stream1.freetv.fun/zhe-jiang-jing-ji-sheng-huo-11.ctv
1233.94ms,CCTV17-农业农村,https://piccpndali.v.myalicdn.com/audio/cctv17_2.m3u8
1233.98ms,浙江卫视,http://222.64.121.177:58888/udp/239.45.3.178:5140
1233.98ms,易门综合,https://zb-live.ynurl.com/yimen/3b75a2f9-7941-46b7-992d-a9796fbca5fe.m3u8
1234.81ms,CCTV16,http://58.221.214.82:9901/tsfile/live/0002_2.m3u8?key=txiptv&playlive=1&authid=0
1236.07ms,西藏卫视,http://113.26.202.52:1299/tsfile/live/0111_1.m3u8
1236.52ms,CCTV世界地理,http://117.57.33.143:4022/rtp/238.1.79.60:4616
1237.09ms,深圳卫视,http://221.234.128.5:4022/rtp/239.254.96.137:8896
1237.52ms,夹江新闻综合,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel101257/playlist.m3u8
1238.20ms,湖北卫视,http://111.14.181.15:9901/tsfile/live/0132_1.m3u8
1238.98ms,江西卫视,http://58.221.214.82:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
1240.45ms,CCTV第一剧场,http://220.176.218.39:9000/udp/239.252.219.86:5140
1240.61ms,湖南卫视,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8
1240.63ms,香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv
1240.81ms,CCTV8,http://58.221.214.82:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
1242.69ms,求索记录,http://tv.dahailisea.cn:4022/udp/239.10.0.221:5140
1242.96ms,CCTV4-中文国际,http://119.98.92.104:4022/rtp/239.69.1.232:11034
1244.15ms,热影连连看,http://zzy789.xyz/douyu1.php?id=9388931
1244.23ms,香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
1244.47ms,山东生活,http://58.57.40.22:9901/tsfile/live/1018_1.m3u8
1245.73ms,文山州新闻综合,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8?zyund
1247.50ms,广西卫视,http://222.64.121.177:58888/udp/239.45.0.5:5140
1247.63ms,安徽卫视,http://220.176.218.39:9000/udp/239.252.220.83:5140
1248.73ms,经典电影,http://tv.dahaili.cn:4022/udp/239.93.0.57:9024
1249.00ms,昭化综合,http://live.zhgbtv.cn:3100/hls/kwqtkbbi/index.m3u8
1249.28ms,天津卫视,http://49.77.104.56:8554/udp/239.49.8.35:8620
1250.05ms,湖南卫视,http://171.15.18.199:8180/TV00000000000000000018@HHZT
1250.49ms,山东教育卫视,http://220.176.218.39:9000/rtp/239.252.219.74:5140
1250.74ms,CCTV7-国防军事,https://piccpndali.v.myalicdn.com/audio/cctv7_2.m3u8
1251.73ms,CCTV9-纪录,http://120.238.94.10:9901/tsfile/live/1027_1.m3u8
1251.77ms,CCTV3,http://58.221.214.82:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
1251.87ms,北京卫视,http://218.3.138.25:1111/tsfile/live/1021_1.m3u8
1252.29ms,暴走漫画,http://zzy789.xyz/douyu1.php?id=1275878
1252.82ms,CCTV6-电影,http://106.52.196.79:80/TV/mui.php?id=cctv6
1255.30ms,CCTV1-综合,http://110.7.130.241:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
1255.35ms,一条闲木鱼,http://zzy789.xyz/douyu1.php?id=10102281
1256.32ms,重庆汽摩,http://183.64.181.25:40023/rongchang01.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
1256.67ms,湖北综合,http://119.98.36.30:4022/rtp/239.69.1.42:9892
1256.73ms,吉林卫视,http://183.162.205.235:4022/rtp/238.1.79.48:4496
1258.56ms,广东民生频道,http://113.104.184.106:7088/udp/239.77.0.225:5146
1258.73ms,CCTV12-社会与法,http://58.221.214.82:9901/tsfile/live/0012_1.m3u8
1258.94ms,河源综合,https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
1259.42ms,广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-15.ctv
1259.46ms,敬汉卿250,http://zzy789.xyz/douyu1.php?id=2912165
1260.36ms,枣庄新闻综合,http://stream.zztvzd.com/1/sd/live.m3u8?shandd
1260.57ms,嘉兴新闻综合,http://tvfile.jyrmt.cn:80/nmip-media/channellive/channel104452/playlist.m3u8
1260.93ms,CCTV怀旧剧场,http://t8622699o8.vicp.fun:60024/tptv/G_NVXINGSS-CQ.m3u8
1261.00ms,海南卫视,http://117.57.33.143:4022/rtp/238.1.79.49:4504
1261.84ms,冯巩相声,https://vdse.bdstatic.com//65873c285f222c4cfeecf527f3e84259.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-15T09%3A55%3A46Z%2F-1%2Fhost%2F9119b3500a8e21fb21665d9576bbf410e5a0fa8904ccc1ce0d3aabde21c99c8a
1262.85ms,云南卫视,http://222.64.121.177:58888/udp/239.45.0.4:5140
1264.00ms,山东卫视,http://171.105.180.114:4022/udp/239.81.0.114:4056
1264.68ms,嘉兴公共,http://play-sh13.quklive.com/live/1675149601192103.m3u8?auth_key=2028730429-9ab7f7f0267946e880ec46ce3d57ec9e-0-eb04d7f7e549054293604b04150cefa1
1264.72ms,湖州新闻综合,http://hzcm-live.media.hugd.com/3f5fa7d64c7c46a38c6bd8ad35e836cc/65128273761b4731ae53729ea6dcf932.m3u8?auth_key=2277598215-9d21c15111244bea8d298c361d31a72e-0-d031198f58d44b0e91ba2e3f3b188865
1265.55ms,广州新闻,https://stream1.freetv.fun/yan-zhou-xin-wen-6.ctv
1266.06ms,利州综合,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8
1266.40ms,深圳卫视,http://222.64.121.177:58888/udp/239.45.3.231:5140
1266.83ms,江苏卫视,http://218.13.170.98:9901/tsfile/live/1003_1.m3u8
1267.16ms,北京生活,https://wstvcpudali.v.myalicdn.com/wstvcpud/udrmbtv7_1/index.m3u8?adapt=0&BR=audio
1270.04ms,南宁公共,http://688b7cbf9b7a8d911a085372b6c70ab5.livehwc3.cn/hls.nntv.cn/nnlive/XWZH_24.m3u8?sub_m3u8=true&edge_slice=true&user_session_id=d1391be1fc200f8e4700c5d82b44edae
1270.05ms,CHC家庭影院,http://119.98.98.208:4022/rtp/239.69.1.243:11100
1270.37ms,海南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=38cc59&tk=922ba46651d3
1270.45ms,天津卫视,http://117.90.232.66:4022/rtp/239.49.8.148:6000
1270.79ms,东方卫视,http://119.98.98.208:4022/rtp/239.254.96.142:8926
1270.99ms,河北卫视,http://140.250.221.14:4022/udp/239.21.1.168:5002
1271.50ms,安多卫视,https://liveout.xntv.tv/a65jur/96iln2.m3u8
1272.76ms,岷县综合,https://play.kankanlive.com/live/1722561653629309.m3u8
1273.21ms,淘电影,http://yc.myds.me:35455/bptv/10000100000000050000000003887498.m3u8
1273.97ms,吉林卫视,http://119.98.98.208:4022/rtp/239.69.1.212:10914
1274.40ms,安徽:旌德新闻综合,http://117.57.33.143:4022/rtp/238.1.78.215:7592
1274.52ms,CCTV4-中文国际,https://stream1.freetv.fun/a722b1d2e56f302d937c1860fb90c5fa0f5cdc3154486dea6a906089073fc71a.m3u8
